pause_sec,log_pause,rms_before,rms_after,rms_ratio,energy_slope,rate_before,rate_after,rate_delta,vowel_energy_ratio,spectral_flux,pitch_mean,pitch_drop,voiced_fraction,y,source
0.0,-4.6051702,0.16150627,0.18908522,1.1707608,0.18286683,0.0,0.0,0.0,0.5,0.016496016,0.475,0.33999997,0.0,0,cv_370
0.0,-4.6051702,0.013827876,0.20252648,14.646235,0.021928173,0.2,1.0,0.8,0.05,0.0040076682,0.285,-0.060000002,0.2,0,cv_370
0.0,-4.6051702,0.2840311,0.13953161,0.49125472,-0.109135956,0.0,0.0,0.0,0.8,0.027338238,0.75,0.39,0.0,0,cv_370
0.0,-4.6051702,0.11419918,0.13774431,1.2061759,0.09592034,0.0,0.0,0.0,0.6,0.01691929,0.65999997,0.01000005,0.0,0,cv_370
0.0,-4.6051702,0.04866723,0.18186612,3.736931,-0.026254784,0.6,1.0,0.39999998,0.25,0.013679183,0.64,0.68,0.6,0,cv_370
0.0,-4.6051702,0.13904797,0.10525104,0.7569404,-0.036988426,0.0,0.0,0.0,0.35,0.022979217,0.4425,-0.27499998,0.0,0,cv_370
0.14999999,-1.8325815,0.034216195,0.006792791,0.19852555,-0.062258117,0.25,0.0,-0.25,0.15,0.0051213945,0.8775,0.13499999,0.25,0,cv_370
0.0,-4.6051702,0.0041156667,0.0033644754,0.8174781,-0.0013373678,0.0,0.0,0.0,0.1,0.0007648023,0.3075,-0.07499999,0.0,0,cv_370
0.0,-4.6051702,0.0023661784,0.0,0.0,-0.0021396254,0.0,0.0,0.0,0.65,0.0003328128,0.61,0.64,0.0,1,cv_370
0.0,-4.6051702,0.011069189,0.16956978,15.319064,-0.004911633,0.0,0.7,0.7,0.3,0.0020420388,0.26,0.09,0.0,0,cv_370
0.0,-4.6051702,0.22980896,0.23074941,1.0040923,-0.030348027,0.0,0.0,0.0,0.3,0.032445267,0.83500004,0.29000002,0.0,0,cv_370
0.04,-2.9957323,0.16817153,0.058529448,0.3480342,0.04181384,0.25,0.0,-0.25,0.3,0.041188885,0.41750002,0.14500001,0.25,0,cv_370
0.0,-4.6051702,0.07539788,0.06178941,0.8195112,0.12922391,0.25,0.9,0.65,0.1,0.019719386,0.585,0.7,0.25,0,cv_370
0.0,-4.6051702,0.118358396,0.069990225,0.59134144,-0.03857173,0.0,0.0,0.0,0.45,0.02597936,0.6425,-0.335,0.0,0,cv_370
0.099999994,-2.207275,0.12832752,0.1391612,1.084422,-0.009221998,0.25,0.4,0.15,0.2,0.047141895,0.89750004,0.09499997,0.25,0,cv_370
0.0,-4.6051702,0.06924137,0.19130385,2.7628546,0.095311046,0.2,1.0,0.8,0.1,0.015346252,0.85,-0.15000004,0.2,0,cv_370
0.0,-4.6051702,0.13999924,0.1327526,0.9482379,0.2194813,0.5,0.5,0.0,0.35,0.032842606,0.5875,0.685,0.5,0,cv_370
0.13,-1.9661129,0.11029989,0.14883856,1.3493989,-0.17408204,0.35,0.3,-0.049999982,0.25,0.018179169,0.585,-0.61,0.35,0,cv_370
0.12,-2.040221,0.056327067,0.0026829066,0.04763085,-0.12491212,0.4,0.0,-0.4,0.15,0.008956727,0.9225,0.024999976,0.4,0,cv_370
0.0,-4.6051702,0.00018540588,0.0,0.0,-4.0907038e-05,0.0,0.0,0.0,0.5,5.4252127e-05,0.2,0.0,0.0,1,cv_370
0.03,-3.218876,0.00081718585,0.00024681282,0.30202407,0.00081369973,0.15,0.0,-0.15,0.05,0.000323049,0.76,0.46000004,0.15,0,cv_370
0.0,-4.6051702,0.00021575765,0.00022339486,1.0353492,-0.00014277491,0.0,0.0,0.0,0.3,3.59409e-05,0.465,-0.32,0.0,0,cv_370
0.0,-4.6051702,0.09600881,0.070747785,0.7368884,0.14345166,0.65,0.5,-0.14999998,0.6,0.012532291,0.5925,0.675,0.65,0,cv_370
0.0,-4.6051702,0.0580063,0.01963561,0.33850816,0.056413125,0.6,0.0,-0.6,0.6,0.010178959,0.35500002,-0.01000002,0.6,0,cv_370
0.0,-4.6051702,0.091849856,0.061183155,0.66612136,0.04959087,0.0,0.0,0.0,0.35,0.01059884,0.6425,0.70500004,0.0,0,cv_370
0.0,-4.6051702,0.019660573,0.07088415,3.6053944,0.0047842828,0.35,1.0,0.65,0.05,0.006293702,0.35500002,-0.03999999,0.35,0,cv_370
0.0,-4.6051702,0.08695555,0.038542584,0.44324464,0.006406628,0.0,0.0,0.0,0.6,0.006715558,0.3425,0.004999995,0.0,0,cv_370
0.0,-4.6051702,0.07480884,0.09159384,1.2243717,0.05389737,0.0,0.0,0.0,0.45,0.0031328823,0.37,0.00999999,0.0,0,cv_370
0.17,-1.7147983,0.0038925682,0.00018447546,0.047391586,-0.0066274162,0.15,0.0,-0.15,0.05,0.0008020767,0.65250003,0.555,0.15,0,cv_370
0.0,-4.6051702,0.0028926088,0.0,0.0,-0.00096358,0.0,0.0,0.0,0.9,0.00039755538,0.5475,0.55499995,0.0,1,cv_370
0.07,-2.5257287,0.01020904,0.012830223,1.25675,0.009136398,0.05,0.1,0.05,0.2,0.0023454248,0.605,0.65,0.05,0,cv_370
0.0,-4.6051702,0.004548327,0.038331512,8.427588,-0.0011476303,0.0,0.4,0.4,0.7,0.00053250603,0.41,0.19,0.0,0,cv_370
0.0,-4.6051702,0.20191334,0.17405778,0.86204195,0.10203654,0.0,0.0,0.0,0.45,0.035064284,0.9425,0.044999957,0.0,0,cv_370
0.0,-4.6051702,0.14533474,0.07063569,0.48602065,-0.170045,0.0,0.0,0.0,0.4,0.018905556,0.9625,0.025000036,0.0,0,cv_370
0.04,-2.9957323,0.15290734,0.1881026,1.2301737,0.022168769,0.6,0.6,0.0,0.25,0.039629992,0.9475,-0.034999967,0.6,0,cv_370
0.0,-4.6051702,0.14929001,0.19762246,1.3237486,-0.07664647,0.0,0.0,0.0,0.3,0.027345732,0.83500004,0.04000002,0.0,0,cv_370
0.06,-2.65926,0.14440139,0.12423972,0.86037755,-0.06605958,0.55,0.9,0.34999996,0.45,0.023248425,0.86249995,0.045000017,0.55,0,cv_370
0.0,-4.6051702,0.14417079,0.13751367,0.95382464,0.19462319,0.6,1.0,0.39999998,0.25,0.04330632,0.43,0.39999998,0.6,0,cv_370
0.0,-4.6051702,0.06565861,0.13058743,1.9888849,0.12406465,0.55,1.0,0.45,0.2,0.01639036,0.6325,0.6750001,0.55,0,cv_370
0.0,-4.6051702,0.075804934,0.03084198,0.40685976,0.08216468,0.75,0.7,-0.050000012,0.65,0.014186298,0.76750004,-0.08499998,0.75,0,cv_370
0.04,-2.9957323,0.062495213,0.048410043,0.7746199,0.0582388,0.15,0.0,-0.15,0.3,0.018506426,0.79499996,0.31,0.15,0,cv_370
0.0,-4.6051702,0.0045621353,0.00399574,0.87584674,-0.0016043364,0.0,0.0,0.0,0.35,0.0005989138,0.29,0.0,0.0,0,cv_370
0.0,-4.6051702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,cv_370
0.0,-4.6051702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,cv_370
0.0,-4.6051702,0.0024398395,0.00043561618,0.17854223,0.0033007166,0.75,0.1,-0.65,0.25,0.0004224062,0.6025,0.755,0.75,0,cv_370
0.0,-4.6051702,0.09241908,0.05151778,0.5574366,-0.020650232,0.0,0.0,0.0,0.55,0.014262748,0.535,0.0,0.0,0,cv_370
0.01,-3.912023,0.032687232,0.013894746,0.4250816,-0.029880732,0.45,0.1,-0.35,0.15,0.008589212,0.76,0.34000003,0.45,0,cv_370
0.0,-4.6051702,0.078191034,0.047600035,0.60876584,0.13558984,0.65,0.4,-0.24999997,0.5,0.014306076,0.5475,-0.024999976,0.65,0,cv_370
0.01,-3.912023,0.022555301,0.031939678,1.4160602,0.02244305,0.45,0.6,0.15000004,0.15,0.0054542925,0.7675,0.39499998,0.45,0,cv_370
0.0,-4.6051702,0.06070476,0.034421038,0.5670236,-0.10599707,0.7,0.8,0.100000024,0.4,0.009611015,0.575,0.00999999,0.7,0,cv_370
0.0,-4.6051702,0.0402029,0.050861616,1.2651227,0.017155126,0.25,0.6,0.35000002,0.3,0.011670115,0.7975,0.39499998,0.25,0,cv_370
0.0,-4.6051702,0.019244913,0.011135759,0.5786336,0.030298064,0.5,0.7,0.19999999,0.2,0.004210264,0.5175,0.27499998,0.5,0,cv_370
0.0,-4.6051702,0.024885563,0.032981373,1.3253211,0.043054756,0.5,0.7,0.19999999,0.15,0.006516592,0.605,0.65,0.5,0,cv_370
0.14,-1.89712,0.034798495,0.033578318,0.9649356,-0.06687925,0.3,0.8,0.5,0.25,0.004930833,0.695,0.26,0.3,0,cv_370
0.08,-2.4079456,0.010999368,0.05858165,5.325906,-0.0015580386,0.2,0.9,0.7,0.1,0.004313388,0.6625,0.545,0.2,0,cv_370
0.0,-4.6051702,0.021465853,0.02001435,0.93238044,-0.0038036911,0.0,0.0,0.0,0.25,0.0048697554,0.6275,-0.08500004,0.0,0,cv_370
0.16,-1.7719568,0.0012874107,0.0,0.0,-0.0024619,0.2,0.0,-0.2,0.05,0.00026768667,0.7575,0.34500003,0.2,0,cv_370
0.0,-4.6051702,9.7104254e-05,0.0,0.0,-6.8052446e-05,0.0,0.0,0.0,0.4,2.4971547e-05,0.5075,-0.14499998,0.0,1,cv_370
0.02,-3.506558,0.0023977398,0.0002533067,0.10564351,0.0021481959,0.15,0.0,-0.15,0.05,0.0013589059,0.6025,0.785,0.15,0,cv_370
0.0,-4.6051702,0.23146412,0.19826007,0.8565477,-0.20627247,0.0,0.0,0.0,0.4,0.028362434,0.3825,0.004999995,0.0,0,cv_370
0.0,-4.6051702,0.15254284,0.24039869,1.5759419,0.17649719,0.0,0.8,0.8,0.55,0.02103847,0.665,0.65999997,0.0,0,cv_370
0.08,-2.4079456,0.13563105,0.14828654,1.093308,-0.17791392,0.55,0.5,-0.050000012,0.4,0.020623242,0.3875,-0.025000006,0.55,0,cv_370
0.11,-2.1202636,0.030058535,0.0040208707,0.13376798,-0.059161786,0.45,0.0,-0.45,0.2,0.0075342045,0.6425,0.645,0.45,0,cv_370
0.0,-4.6051702,0.00020203886,0.00014958765,0.7403538,-0.00010611827,0.0,0.0,0.0,0.15,5.115258e-05,0.545,0.29999998,0.0,0,cv_370
0.089999996,-2.3025851,6.4796244e-05,0.0,0.0,-3.2667875e-05,0.05,0.0,-0.05,0.15,1.2822555e-05,0.645,-0.099999964,0.05,1,cv_370
0.089999996,-2.3025851,0.00037835608,4.7005014e-05,0.12423157,-0.00037172102,0.4,0.0,-0.4,0.1,0.00010922986,0.78499997,0.42000002,0.4,0,cv_370
0.049999997,-2.8134108,0.02591134,0.0088420585,0.34124267,0.013207914,0.5,0.3,-0.19999999,0.1,0.012866996,0.6275,-0.125,0.5,0,cv_370
0.0,-4.6051702,0.06940053,0.04073682,0.58698136,-0.033109386,0.0,0.0,0.0,0.8,0.008930836,0.7475,0.385,0.0,0,cv_370
0.0,-4.6051702,0.050065316,0.03878096,0.7746072,0.04652858,0.55,0.6,0.050000012,0.2,0.013022651,0.77250004,0.055000007,0.55,0,cv_370
0.0,-4.6051702,0.033892516,0.044961426,1.3265882,0.00058448734,0.3,0.6,0.3,0.1,0.010850512,0.87,0.13999999,0.3,0,cv_370
0.0,-4.6051702,0.019817647,0.03997613,2.0171978,0.033080295,0.4,1.0,0.6,0.05,0.0055610775,0.77,0.099999964,0.4,0,cv_370
0.049999997,-2.8134108,0.051578075,0.016913336,0.3279171,-0.060078878,0.75,0.3,-0.45,0.55,0.00935821,0.7125,0.435,0.75,0,cv_370
0.13,-1.9661129,0.07731167,0.044738915,0.5786825,-0.09368075,0.2,0.0,-0.2,0.15,0.01853297,0.66999996,-0.030000031,0.2,0,cv_370
0.02,-3.506558,0.038109574,0.01961399,0.5146734,0.03368585,0.55,0.3,-0.25,0.35,0.009435656,0.7975,0.004999995,0.55,0,cv_370
0.03,-3.218876,0.0070442,0.00019658872,0.027907846,0.0018274556,0.65,0.0,-0.65,0.35,0.002879361,0.63750005,0.07499999,0.65,0,cv_370
0.0,-4.6051702,5.2987372e-05,4.3995573e-05,0.8301463,-1.6566135e-05,0.0,0.0,0.0,0.45,8.9288515e-06,0.59749997,0.695,0.0,0,cv_370
0.0,-4.6051702,6.924328e-05,0.0,0.0,-2.33679e-05,0.0,0.0,0.0,0.25,1.7497703e-05,0.865,-0.19,0.0,1,cv_370
0.0,-4.6051702,5.5520082e-05,5.2477964e-05,0.94503665,-8.049139e-06,0.0,0.0,0.0,0.15,8.351767e-06,0.845,0.26000005,0.0,0,cv_370
0.0,-4.6051702,0.13636257,0.13294737,0.9749549,0.28359273,0.35,0.6,0.25000003,0.1,0.023960134,0.35250002,-0.044999987,0.35,0,cv_370
0.0,-4.6051702,0.14214006,0.25607726,1.8015838,0.26015466,0.4,1.0,0.6,0.1,0.0352359,0.3675,0.33500004,0.4,0,cv_370
0.08,-2.4079456,0.10703003,0.016571723,0.15483245,-0.17831327,0.55,0.0,-0.55,0.1,0.024621509,0.5425,0.07499999,0.55,0,cv_370
0.06,-2.65926,0.14877076,0.18130094,1.2186596,-0.3127454,0.6,0.9,0.29999995,0.15,0.023216309,0.6875,0.615,0.6,0,cv_370
0.049999997,-2.8134108,0.21562248,0.14568749,0.67565995,-0.17061304,0.65,0.3,-0.34999996,0.45,0.04685689,0.48,-0.060000002,0.65,0,cv_370
0.0,-4.6051702,0.1962186,0.15152012,0.7722005,-0.15993407,0.0,0.0,0.0,0.45,0.021636155,0.7925,0.375,0.0,0,cv_370
0.16,-1.7719568,0.004635627,9.595088e-05,0.020698534,-0.0087946495,0.2,0.0,-0.2,0.05,0.00093618507,0.6325,-0.13499999,0.2,0,cv_370
0.0,-4.6051702,9.907793e-05,6.89226e-05,0.6955701,-8.254405e-05,0.0,0.0,0.0,0.55,1.4535809e-05,0.745,0.39,0.0,0,cv_370
0.0,-4.6051702,8.744559e-05,0.0,0.0,-9.128911e-05,0.0,0.0,0.0,0.55,1.765293e-05,0.525,-0.61,0.0,1,cv_370
0.089999996,-2.3025851,0.0006792098,0.00062477513,0.9198423,-0.00019115457,0.25,0.4,0.15,0.15,0.00020533353,0.78999996,0.40000004,0.25,0,cv_370
0.0,-4.6051702,0.00033904542,0.001014241,2.9913723,0.00055180583,0.1,1.0,0.9,0.1,6.975938e-05,0.5225,-0.565,0.1,0,cv_370
0.0,-4.6051702,0.00096793036,0.00045287862,0.46787864,-0.00037766356,0.0,0.0,0.0,0.8,0.00011506797,0.59499997,0.72999996,0.0,0,cv_370
0.0,-4.6051702,0.15319692,0.2574735,1.6806701,0.14655004,0.5,1.0,0.5,0.15,0.039428163,0.58000004,-0.050000012,0.5,0,cv_370
0.0,-4.6051702,0.06573898,0.11311639,1.7206895,-0.029925102,0.3,1.0,0.7,0.2,0.021251567,0.815,0.23000002,0.3,0,cv_370
0.07,-2.5257287,0.05187892,0.046288673,0.8922441,-0.04388052,0.15,0.3,0.15,0.55,0.00798737,0.9125,-0.004999995,0.15,0,cv_370
0.0,-4.6051702,0.062366776,0.040825203,0.6545985,0.00024017727,0.0,0.0,0.0,1.0,0.0055897753,0.92,0.120000005,0.0,0,cv_370
0.0,-4.6051702,0.06029308,0.06514769,1.0805167,0.014937865,0.0,0.0,0.0,0.45,0.008297937,0.75,0.100000024,0.0,0,cv_370
0.02,-3.506558,0.030126214,0.027886016,0.9256393,0.0051605906,0.4,0.2,-0.2,0.15,0.008939352,0.575,-0.71000004,0.4,0,cv_370
0.0,-4.6051702,0.00046994287,0.00076642394,1.6308527,-0.00013905606,0.0,0.3,0.3,0.15,0.00016009032,0.41750002,-0.295,0.0,0,cv_370
0.02,-3.506558,0.000109963374,0.0,0.0,6.1182865e-05,0.1,0.0,-0.1,0.05,4.875725e-05,0.255,0.11,0.1,1,cv_370
0.0,-4.6051702,0.00011668188,0.00013398823,1.1482224,6.546747e-05,0.0,0.1,0.1,0.25,3.306713e-05,0.2,0.0,0.0,0,cv_370
0.07,-2.5257287,0.14418031,0.21453522,1.4879646,-0.018607382,0.45,1.0,0.55,0.15,0.03958894,0.48250002,-0.025000006,0.45,0,cv_370
0.08,-2.4079456,0.16704346,0.074599355,0.44658646,0.14464684,0.25,0.0,-0.25,0.4,0.04645904,0.4325,-0.004999995,0.25,0,cv_370
0.0,-4.6051702,0.11303807,0.040140647,0.3551073,-0.12582926,0.0,0.0,0.0,0.5,0.014570095,0.77,0.36,0.0,0,cv_370
0.13,-1.9661129,0.11550184,0.112432726,0.9734279,0.09277619,0.05,0.0,-0.05,0.3,0.020770047,0.57500005,0.050000012,0.05,0,cv_370
0.0,-4.6051702,0.09194031,0.06306852,0.68597233,-0.07707514,0.0,0.0,0.0,0.7,0.015928103,0.77,0.33999997,0.0,0,cv_370
0.0,-4.6051702,0.096118525,0.1117008,1.1621152,-0.081303746,0.0,0.1,0.1,0.55,0.013363299,0.345,0.04000002,0.0,0,cv_370
0.0,-4.6051702,0.14835408,0.09252239,0.62365913,-0.013267205,0.0,0.0,0.0,0.85,0.021720175,0.72749996,0.41500002,0.0,0,cv_370
0.0,-4.6051702,0.11286672,0.120613076,1.0686327,0.09940683,0.6,1.0,0.39999998,0.15,0.022700775,0.4325,-0.055000007,0.6,0,cv_370
0.0,-4.6051702,0.10137229,0.01852519,0.18274412,-0.081976324,0.0,0.0,0.0,0.75,0.016270023,0.7,0.46,0.0,0,cv_370
0.049999997,-2.8134108,0.08467114,0.1198775,1.415801,0.05261435,0.25,0.8,0.55,0.1,0.02202966,0.5825,-0.025000036,0.25,0,cv_370
0.07,-2.5257287,0.119123876,0.08192529,0.68773186,-0.056107797,0.05,0.0,-0.05,0.5,0.022932898,0.56,-0.03999996,0.05,0,cv_370
0.0,-4.6051702,0.098856166,0.1276723,1.2914954,-0.10558379,0.6,1.0,0.39999998,0.45,0.020029217,0.53,0.04000002,0.6,0,cv_370
0.089999996,-2.3025851,0.05996734,0.0042243255,0.07044376,-0.105202526,0.55,0.0,-0.55,0.35,0.0086441925,0.79499996,0.32,0.55,0,cv_370
0.17999999,-1.6607312,0.0043252422,0.00010013798,0.023151942,-0.0073833913,0.1,0.0,-0.1,0.05,0.00095069205,0.42749998,-0.45499998,0.1,0,cv_370
0.0,-4.6051702,8.39042e-05,7.808475e-05,0.93053085,-2.7454456e-05,0.0,0.0,0.0,0.1,2.5108651e-05,0.57,0.74,0.0,0,cv_370
0.0,-4.6051702,0.00020864936,0.0,0.0,-7.82345e-05,0.0,0.0,0.0,0.2,4.097591e-05,0.575,-0.120000005,0.0,1,cv_370
0.0,-4.6051702,0.00041535328,0.00015160054,0.36498302,-0.00027599375,0.0,0.0,0.0,0.3,6.243418e-05,0.705,0.58000004,0.0,0,cv_370
0.0,-4.6051702,0.045284923,0.14626282,3.229834,0.10429622,0.45,1.0,0.55,0.25,0.0049356795,0.78,0.02000004,0.45,0,cv_370
0.0,-4.6051702,0.17218852,0.07378481,0.42851177,-0.07287312,0.0,0.0,0.0,0.5,0.03727545,0.7525,0.375,0.0,0,cv_370
0.049999997,-2.8134108,0.048008323,0.0037494593,0.078100175,0.007085144,0.35,0.0,-0.35,0.2,0.00996577,0.53,-0.47,0.35,0,cv_370
0.02,-3.506558,0.0040714773,0.0683431,16.785784,0.005626928,0.4,0.7,0.29999998,0.1,0.0013670506,0.6,0.76,0.4,0,cv_370
0.17999999,-1.6607312,0.037846852,0.004666976,0.1233121,-0.04858766,0.1,0.0,-0.1,0.25,0.009842106,0.9325,0.125,0.1,0,cv_370
0.03,-3.218876,0.00035618705,9.881708e-05,0.2774225,0.00029521692,0.2,0.0,-0.2,0.05,0.00014247415,0.89250004,0.16500002,0.2,0,cv_370
0.0,-4.6051702,1.6034164e-05,0.0,0.0,-1.5217652e-05,0.0,0.0,0.0,0.75,2.222053e-06,0.725,0.53,0.0,1,cv_370
0.0,-4.6051702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,cv_370
0.0,-4.6051702,6.2944227e-06,5.8535857e-06,0.9284888,-7.1744586e-07,0.0,0.0,0.0,0.8,9.824911e-07,0.5725,0.525,0.0,0,cv_370
0.0,-4.6051702,5.5676633e-06,5.3562976e-06,0.9603121,2.064241e-08,0.0,0.0,0.0,0.95,9.1369276e-07,0.6225,0.625,0.0,0,cv_370
0.0,-4.6051702,5.6472572e-06,5.1982765e-06,0.9188687,5.556144e-07,0.0,0.0,0.0,0.7,7.199001e-07,0.64750004,0.675,0.0,0,cv_370
0.0,-4.6051702,0.099326916,0.04950988,0.49845377,-0.016503125,0.0,0.0,0.0,0.8,0.0099941725,0.6275,0.725,0.0,0,cv_370
0.0,-4.6051702,0.104663715,0.09144293,0.8736831,0.15871523,0.7,1.0,0.3,0.55,0.013920841,0.27499998,0.02000001,0.7,0,cv_370
0.02,-3.506558,0.087802716,0.015554214,0.17714956,0.039735954,0.7,0.1,-0.59999996,0.3,0.02080878,0.625,0.65,0.7,0,cv_370
0.0,-4.6051702,0.07015558,0.06493848,0.9256351,-0.014224928,0.05,0.1,0.05,0.25,0.011491085,0.3175,0.014999986,0.05,0,cv_370
0.0,-4.6051702,0.11006514,0.071051024,0.64553607,-0.08578491,0.0,0.0,0.0,0.5,0.00821898,0.6025,0.765,0.0,0,cv_370
0.0,-4.6051702,0.07155817,0.043178476,0.6034038,-0.005448078,0.5,0.3,-0.19999999,0.1,0.025515348,0.26749998,0.025000006,0.5,0,cv_370
0.07,-2.5257287,0.08194583,0.13773619,1.6808199,-0.11665162,0.65,0.9,0.25,0.5,0.011381659,0.58750004,0.77500004,0.65,0,cv_370
0.0,-4.6051702,0.0533098,0.077835366,1.4600571,-0.08036493,0.5,1.0,0.5,0.25,0.010656645,0.3,-0.08000001,0.5,0,cv_370
0.0,-4.6051702,0.07441325,0.11389312,1.5305488,-0.046104748,0.35,1.0,0.65,0.35,0.009974137,0.6,0.77,0.35,0,cv_370
0.0,-4.6051702,0.050889935,0.07126605,1.4003954,0.043350466,0.4,0.7,0.29999998,0.25,0.010374454,0.2875,0.004999995,0.4,0,cv_370
0.0,-4.6051702,0.053893406,0.038721595,0.7184847,0.025071118,0.0,0.0,0.0,0.6,0.0029717933,0.65999997,0.56,0.0,0,cv_370
0.07,-2.5257287,0.08544693,0.0974482,1.1404527,-0.1494613,0.65,0.6,-0.049999952,0.2,0.015885951,0.215,0.030000001,0.65,0,cv_370
0.049999997,-2.8134108,0.116191484,0.13277945,1.142764,-0.023049228,0.4,0.6,0.20000002,0.2,0.03379127,0.6175,0.625,0.4,0,cv_370
0.089999996,-2.3025851,0.042832628,0.09890895,2.3091958,-0.059393,0.5,0.6,0.100000024,0.25,0.009393,0.2125,0.024999991,0.5,0,cv_370
0.0,-4.6051702,0.14298816,0.080953695,0.56615657,-0.06687055,0.0,0.0,0.0,0.3,0.021907365,0.5875,0.685,0.0,0,cv_370
0.17,-1.7147983,0.069583386,0.057540826,0.8269333,-0.061268754,0.05,0.0,-0.05,0.45,0.0094279675,0.33499998,0.099999994,0.05,0,cv_370
0.16,-1.7719568,4.0502327e-05,1.9761408e-05,0.48778751,-5.51462e-05,0.15,0.0,-0.15,0.15,9.9716635e-06,0.575,0.71000004,0.15,0,cv_370
0.0,-4.6051702,1.8630284e-05,1.8467075e-05,0.99070776,-5.0375824e-08,0.0,0.0,0.0,1.0,1.978856e-06,0.595,-0.01000005,0.0,0,cv_370
0.04,-2.9957323,0.01420864,0.0,0.0,-0.0076424154,0.45,0.0,-0.45,0.25,0.0062148133,0.2,0.0,0.45,1,cv_370
0.0,-4.6051702,0.019080471,0.035061654,1.8375666,0.03380521,0.2,0.7,0.5,0.1,0.0036862155,0.45749998,0.515,0.2,0,cv_370
0.089999996,-2.3025851,0.033080578,0.017492507,0.52878463,-0.06642595,0.55,0.8,0.25,0.25,0.007231686,0.855,0.21999997,0.55,0,cv_370
0.0,-4.6051702,0.040866196,0.057435468,1.4054514,0.06925894,0.6,1.0,0.39999998,0.4,0.005570146,0.6425,0.27499998,0.6,0,cv_370
0.07,-2.5257287,0.023489298,0.026470048,1.1268978,-0.037762076,0.65,1.0,0.35000002,0.25,0.005992803,0.96000004,0.04000002,0.65,0,cv_370
0.0,-4.6051702,0.029303433,0.01949905,0.66541845,0.008710072,0.0,0.0,0.0,0.4,0.006555628,0.5975,-0.795,0.0,0,cv_370
0.0,-4.6051702,0.02534718,0.00153214,0.060446147,-0.02818841,0.0,0.0,0.0,0.15,0.0058755674,0.99,-0.00999999,0.0,0,cv_370
0.11,-2.1202636,0.019459989,0.008102753,0.41637996,-0.0029526073,0.05,0.0,-0.05,0.3,0.006708443,0.2,0.0,0.05,0,cv_370
0.089999996,-2.3025851,0.0006671792,0.0,0.0,-0.0004472076,0.1,0.0,-0.1,0.25,0.00018858176,0.42,0.0,0.1,1,cv_370
0.0,-4.6051702,0.00035403515,0.00033297937,0.9404997,3.553243e-05,0.0,0.0,0.0,0.3,8.15898e-05,0.4325,0.004999995,0.0,0,cv_370
0.0,-4.6051702,0.12215435,0.11528487,0.94376385,0.11000301,0.4,0.7,0.29999998,0.15,0.037222605,0.6,-0.04000002,0.4,0,cv_370
0.12,-2.040221,0.11709975,0.21635847,1.8476424,-0.15642598,0.3,0.7,0.39999998,0.2,0.024335703,0.3425,-0.21499999,0.3,0,cv_370
0.0,-4.6051702,0.1529811,0.030699573,0.20067558,0.20659648,0.5,0.0,-0.5,0.35,0.029031789,0.4325,0.16499999,0.5,0,cv_370
0.13,-1.9661129,0.12848724,0.048409496,0.37676495,-0.101761796,0.3,0.0,-0.3,0.1,0.02469023,0.6875,0.35500002,0.3,0,cv_370
0.089999996,-2.3025851,0.016549151,0.0003525227,0.021301545,-0.028750196,0.45,0.0,-0.45,0.25,0.0075429655,0.77250004,0.315,0.45,0,cv_370
0.0,-4.6051702,0.000109612905,0.0,0.0,-7.960758e-05,0.0,0.0,0.0,0.55,1.7131435e-05,0.59,-0.22,0.0,1,cv_370
0.17999999,-1.6607312,0.0003416479,0.0010119661,2.9619281,-0.00037835725,0.1,0.4,0.3,0.1,3.9014834e-05,0.85,0.29000002,0.1,0,cv_370
0.0,-4.6051702,0.006132239,0.0071908548,1.1726294,0.009770476,0.6,0.7,0.099999964,0.25,0.0014805188,0.47750002,0.14500001,0.6,0,cv_370
0.0,-4.6051702,0.2299719,0.33831394,1.4711097,0.08240916,0.5,0.8,0.3,0.35,0.081455104,0.6675,0.655,0.5,0,cv_370
0.17999999,-1.6607312,0.11878754,0.08455565,0.7118225,-0.04912353,0.1,0.1,0.0,0.1,0.03421778,0.26749998,0.005000025,0.1,0,cv_370
0.0,-4.6051702,0.25795382,0.19644721,0.7615596,0.102671705,0.5,0.4,-0.099999994,0.4,0.055730876,0.63,0.65,0.5,0,cv_370
0.03,-3.218876,0.09759614,0.062346406,0.63882035,-0.003903489,0.15,0.0,-0.15,0.15,0.037792124,0.2775,-0.15499999,0.15,0,cv_370
0.0,-4.6051702,0.06737634,0.0909847,1.3503953,0.038793024,0.5,0.9,0.39999998,0.25,0.017088318,0.6925,0.55500007,0.5,0,cv_370
0.0,-4.6051702,0.0707283,0.07992032,1.1299623,-0.053730704,0.6,0.8,0.19999999,0.2,0.014245758,0.29500002,-0.14000002,0.6,0,cv_370
0.0,-4.6051702,0.076502495,0.09526178,1.2452114,0.12718086,0.6,0.6,0.0,0.45,0.014341439,0.59000003,0.76000005,0.6,0,cv_370
0.0,-4.6051702,0.15866731,0.17142457,1.0804025,0.25228998,0.4,0.4,0.0,0.4,0.02025331,0.3525,0.004999995,0.4,0,cv_370
